#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_JAJNSX010000016.1 -         Sodium               RF03071    cm        1       55    41334    41286      -    no    1 0.39   0.0   48.1   1.3e-06 !   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf16, whole genome shotgun sequence
NZ_QLAC01000210.1    -         Sodium               RF03071    cm        1       55      144      189      +    no    1 0.26   2.4   15.5   2.9e+02 ?   Escherichia coli strain CG1MAC NODE_214_length_245_cov_0.315476, whole genome shotgun sequence
NZ_ANMK01000070.1    -         Sodium               RF03071    cm        1       55     6147     6098      -    no    1 0.40   0.0   15.5   2.9e+02 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00077, whole genome shotgun sequence
NZ_ANMJ01000060.1    -         Sodium               RF03071    cm        1       55    15474    15425      -    no    1 0.40   0.0   15.5   2.9e+02 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00066, whole genome shotgun sequence
NZ_ANMM01000006.1    -         Sodium               RF03071    cm        1       55    25720    25671      -    no    1 0.40   0.0   15.5   2.9e+02 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00006, whole genome shotgun sequence
NZ_QYUU01000007.1    -         Sodium               RF03071    cm        1       55   276430   276471      +    no    1 0.43   0.1   15.5     3e+02 ?   Campylobacter coli strain F8 Contig_7, whole genome shotgun sequence
NZ_UTFG01000042.1    -         Sodium               RF03071    cm        1       55      273      216      -    no    1 0.47   0.0   15.4     3e+02 ?   Pseudomonas viridiflava isolate p12.H1, whole genome shotgun sequence
NZ_UTIJ01000242.1    -         Sodium               RF03071    cm        1       55      230      173      -    no    1 0.47   0.0   15.4     3e+02 ?   Pseudomonas viridiflava isolate p13.H2, whole genome shotgun sequence
NZ_UKNR01000083.1    -         Sodium               RF03071    cm        1       55       58        5      -    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_IT043, whole genome shotgun sequence
NZ_UISO01000193.1    -         Sodium               RF03071    cm        1       55      232      285      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_ES192, whole genome shotgun sequence
NZ_UISK01000252.1    -         Sodium               RF03071    cm        1       55      220      273      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_ES187, whole genome shotgun sequence
NZ_UIVF01000121.1    -         Sodium               RF03071    cm        1       55       86       33      -    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_ES107, whole genome shotgun sequence
NZ_UJIX01000153.1    -         Sodium               RF03071    cm        1       55       92       39      -    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_RS036, whole genome shotgun sequence
NZ_UJMK01000421.1    -         Sodium               RF03071    cm        1       55       66      119      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_HR069, whole genome shotgun sequence
NZ_UJCJ01000606.1    -         Sodium               RF03071    cm        1       55      174      227      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_RS045, whole genome shotgun sequence
NZ_UJKI01000288.1    -         Sodium               RF03071    cm        1       55      238      185      -    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_RS093, whole genome shotgun sequence
NZ_UJQT01000527.1    -         Sodium               RF03071    cm        1       55      174      227      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain EuSCAPE_BE030, whole genome shotgun sequence
NZ_RXLV01000302.1    -         Sodium               RF03071    cm        1       55      293      346      +    no    1 0.33   0.0   15.3   3.2e+02 ?   Klebsiella pneumoniae strain SF NODE_531_length_321_cov_62.140186, whole genome shotgun sequence
NZ_SZVD01000010.1    -         Sodium               RF03071    cm        1       55   160859   160808      -    no    1 0.29   0.1   15.3   3.2e+02 ?   Enterobacter ludwigii strain ES-1 NODE_10_length_188458_cov_175.658230, whole genome shotgun sequence
NZ_AUTJ01000152.1    -         Sodium               RF03071    cm        1       55   104496   104538      +    no    1 0.30   0.0   15.3   3.2e+02 ?   Pseudoalteromonas sp. TB13 ctg152, whole genome shotgun sequence
NZ_VDSG01001206.1    -         Sodium               RF03071    cm        1       55      166      133      -    no    1 0.35   0.4   15.3   3.2e+02 ?   Bacillus sp. WP8 strain DE0438 NODE_1206_length_246_cov_0.639344, whole genome shotgun sequence
NZ_MOLL01000047.1    -         Sodium               RF03071    cm        1       55    15781    15726      -    no    1 0.38   0.0   15.3   3.2e+02 ?   Vibrio cholerae strain DL4211 Contig_44, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55   423155   423209      +    no    1 0.42   0.0   15.3   3.3e+02 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_NVKR01000335.1    -         Sodium               RF03071    cm       23       55        1       31      +    5'    2 0.19   0.1   15.3   3.3e+02 ?   Bacillus thuringiensis strain AFS098399 AFS098399_102_D4_Contig335_140514, whole genome shotgun sequence
NZ_CABJMX010000026.1 -         Sodium               RF03071    cm        1       55     3422     3320      -    no    1 0.32   0.3   15.3   3.3e+02 ?   Lachnospira eligens isolate MGYG-HGUT-00187, whole genome shotgun sequence
NZ_BANI01000581.1    -         Sodium               RF03071    cm        1       55      100       48      -    no    1 0.36   0.0   15.3   3.3e+02 ?   Komagataeibacter europaeus NBRC 3261, whole genome shotgun sequence
NZ_LLGV01000120.1    -         Sodium               RF03071    cm        1       55      680      626      -    no    1 0.27   0.0   15.3   3.3e+02 ?   Acinetobacter baumannii strain ABBL094 contig-2000028, whole genome shotgun sequence
NZ_QQQX01000002.1    -         Sodium               RF03071    cm        1       55    14994    14941      -    no    1 0.33   0.0   15.2   3.4e+02 ?   Mesomycoplasma hyopneumoniae strain MHP699 Mhp699_2_length_78028_cov_17.4444, whole genome shotgun sequence
NZ_AFUQ01000001.1    -         Sodium               RF03071    cm        1       55   779425   779460      +    no    1 0.31   0.0   15.2   3.4e+02 ?   Streptococcus infantis X Contig83, whole genome shotgun sequence
NZ_BAKK01000004.1    -         Sodium               RF03071    cm        1       55    94658    94610      -    no    1 0.33   0.0   15.2   3.5e+02 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_VLEZ01001410.1    -         Sodium               RF03071    cm        1       55      134      103      -    no    1 0.44   0.0   15.2   3.5e+02 ?   Stenotrophomonas maltophilia strain AS012741 AS012741_1411, whole genome shotgun sequence
NZ_LANV01000001.1    -         Sodium               RF03071    cm        1       55    61921    61969      +    no    1 0.41   0.0   15.2   3.6e+02 ?   Anaplasma phagocytophilum str. ApMUC09 apMUC09.contig.0_1, whole genome shotgun sequence
NZ_PRGG01000036.1    -         Sodium               RF03071    cm        1       55   243738   243770      +    no    1 0.21   0.0   15.1   3.6e+02 ?   Acinetobacter baumannii strain AB-HZ-S15 sp_sm_15_ctg036_462575, whole genome shotgun sequence
NZ_BJKF01000065.1    -         Sodium               RF03071    cm        1       55    49540    49508      -    no    1 0.21   0.0   15.1   3.6e+02 ?   Acinetobacter baumannii strain NIPH17_0019 contig_65, whole genome shotgun sequence
NZ_MLFE01000001.1    -         Sodium               RF03071    cm       37       54    53696    53679      -    no    1 0.39   0.0   15.1   3.6e+02 ?   Pantoea allii strain LMG 24248 Contig0001_, whole genome shotgun sequence
NZ_JAKETK010000029.1 -         Sodium               RF03071    cm        1       55    36189    36145      -    no    1 0.33   0.0   15.1   3.7e+02 ?   Terrisporobacter glycolicus strain WW3900 TerrGly2WW010522_contig_29, whole genome shotgun sequence
NZ_VUMV01000003.1    -         Sodium               RF03071    cm        1       55   169331   169290      -    no    1 0.45   0.0   15.1   3.8e+02 ?   Bilifractor porci strain Oil+RF-744-WCA-WT-13 seq3, whole genome shotgun sequence
NZ_JAOA01000011.1    -         Sodium               RF03071    cm        1       55   109839   109894      +    no    1 0.61   0.0   15.0   3.8e+02 ?   Mycobacterium kansasii 662 gmk662.contig.10, whole genome shotgun sequence
NZ_JPZA01000081.1    -         Sodium               RF03071    cm        1       55     1845     1878      +    no    1 0.32   0.0   15.0   3.9e+02 ?   Avibacterium paragallinarum strain Modesto contig00111, whole genome shotgun sequence
NZ_NDFM01000181.1    -         Sodium               RF03071    cm        1       55      139       94      -    no    1 0.17   1.2   15.0   3.9e+02 ?   Rothia sp. Olga NODE_182_length_254_cov_0.713568, whole genome shotgun sequence
NZ_LZFM01000052.1    -         Sodium               RF03071    cm       37       54      108       91      -    no    1 0.28   0.0   15.0   3.9e+02 ?   Aeromonas dhakensis strain F2S2-1 scaffold69, whole genome shotgun sequence
NZ_SZVD01000010.1    -         Sodium               RF03071    cm        1       55   132087   132053      -    no    1 0.40   0.0   15.0   3.9e+02 ?   Enterobacter ludwigii strain ES-1 NODE_10_length_188458_cov_175.658230, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  2955226  2955266      +    no    1 0.54   0.0   15.0     4e+02 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_AGGZ01000006.1    -         Sodium               RF03071    cm        1       55    21082    21044      -    no    1 0.54   0.0   15.0     4e+02 ?   Streptococcus sobrinus TCI-357 contig00006, whole genome shotgun sequence
NZ_MNPM02000014.1    -         Sodium               RF03071    cm        1       55    90987    90942      -    no    1 0.43   0.0   15.0     4e+02 ?   Mastigocladus laminosus UU774 scaffold_13, whole genome shotgun sequence
NZ_FXBD01000021.1    -         Sodium               RF03071    cm        1       55    19475    19512      +    no    1 0.66   0.0   14.9   4.1e+02 ?   Kocuria marina isolate Kocuria Marina TRE150902, whole genome shotgun sequence
NZ_LKHR01000068.1    -         Sodium               RF03071    cm        1       55      309      267      -    no    1 0.26   0.1   14.9   4.1e+02 ?   Vibrio fluvialis strain S1110 contig0068, whole genome shotgun sequence
NZ_MOSX01000003.1    -         Sodium               RF03071    cm        1       55   135648   135688      +    no    1 0.27   0.0   14.9   4.1e+02 ?   Clostridioides difficile strain 6607-DH/ST42 6607_contig000003, whole genome shotgun sequence
NZ_RCIN01000014.1    -         Sodium               RF03071    cm       37       54   114400   114383      -    no    1 0.33   0.0   14.8   4.3e+02 ?   Proteus mirabilis strain L90 NODE_14_length_139874_cov_50.5031, whole genome shotgun sequence
NZ_JTCJ01000577.1    -         Sodium               RF03071    cm        1       55     1024      970      -    no    1 0.53   0.0   14.8   4.3e+02 ?   Pseudomonas putida strain SQ1 Contig_1199_PpSQ1, whole genome shotgun sequence
NZ_RDBW01000001.1    -         Sodium               RF03071    cm        1       55   327166   327208      +    no    1 0.33   0.0   14.8   4.3e+02 ?   Pseudoalteromonas sp. J010 scaffold_0, whole genome shotgun sequence
NZ_BAKK01000051.1    -         Sodium               RF03071    cm        1       55    14924    14880      -    no    1 0.36   0.0   14.8   4.4e+02 ?   Bacteroides faecichinchillae JCM 17102, whole genome shotgun sequence
NZ_JAHEAI010000001.1 -         Sodium               RF03071    cm        1       55  3814224  3814174      -    no    1 0.43   0.0   14.8   4.4e+02 ?   Flavihumibacter fluminis strain IMCC34837 NODE_1_length_4996758_cov_32.528644, whole genome shotgun sequence
NZ_WNHN01000476.1    -         Sodium               RF03071    cm        1       55       87      135      +    no    1 0.27   0.0   14.8   4.5e+02 ?   Streptococcus pneumoniae strain pnumococcus10A NODE_476_length_298_cov_1.366516, whole genome shotgun sequence
NZ_MOLL01000047.1    -         Sodium               RF03071    cm        1       55    20056    20015      -    no    1 0.48   0.0   14.7   4.5e+02 ?   Vibrio cholerae strain DL4211 Contig_44, whole genome shotgun sequence
NZ_WNIB01000621.1    -         Sodium               RF03071    cm        1       55      182      225      +    no    1 0.34   0.0   14.7   4.6e+02 ?   Streptococcus pneumoniae strain pnumococcus15C NODE_621_length_300_cov_1.488789, whole genome shotgun sequence
NZ_FWGC01000110.1    -         Sodium               RF03071    cm        1       24      293      317      +    3'    3 0.32   0.1   14.7   4.7e+02 ?   Klebsiella pneumoniae strain VRCO0058, whole genome shotgun sequence
NZ_AFUQ01000004.1    -         Sodium               RF03071    cm        1       55    45475    45432      -    no    1 0.36   0.0   14.7   4.7e+02 ?   Streptococcus infantis X ctg1128491769442, whole genome shotgun sequence
NZ_VMIS01000763.1    -         Sodium               RF03071    cm        1       55       99       54      -    no    1 0.33   0.0   14.7   4.7e+02 ?   Acinetobacter baumannii strain 208213 NODE_843_length_282_cov_0.296774, whole genome shotgun sequence
NZ_JAHUVT010000192.1 -         Sodium               RF03071    cm        3       55       72       24      -    no    1 0.33   0.0   14.7   4.7e+02 ?   Escherichia coli strain YC81-2 NODE_198_length_440_cov_0.184713, whole genome shotgun sequence
NZ_NUYY01000206.1    -         Sodium               RF03071    cm        1       55       75      124      +    no    1 0.32   0.0   14.7   4.7e+02 ?   Bacillus thuringiensis strain AFS076260 AFS076260_65_B6_Contig206_140404, whole genome shotgun sequence
NZ_AWWY01000052.1    -         Sodium               RF03071    cm       38       53    25386    25401      +    no    1 0.50   0.0   14.6   4.8e+02 ?   Vibrio mimicus CAIM 1882 contig00057, whole genome shotgun sequence
NZ_VWYC01000014.1    -         Sodium               RF03071    cm       38       53    29194    29179      -    no    1 0.50   0.0   14.6   4.8e+02 ?   Vibrio mimicus strain ATCC 33654 contig14, whole genome shotgun sequence
